video_id,total_wrongs,total_questions,all_wrong_qtypes,n_models,fail_rate
1chNfOrUm38_000085_000095,31.0,8.0,3.0,6.0,0.6458333333333334
2NXASbd3-6w_000040_000050,31.0,8.0,3.0,6.0,0.6458333333333334
2h06BZKhr8U_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
2mOFIqAKrCY_000093_000103,31.0,8.0,3.0,6.0,0.6458333333333334
2mbKySr8fOg_000002_000012,31.0,8.0,3.0,6.0,0.6458333333333334
3DYB1g-nWu0_000107_000117,31.0,8.0,3.0,6.0,0.6458333333333334
3GUJ2iMudos_000014_000024,31.0,8.0,3.0,6.0,0.6458333333333334
3MxGTr7Ra_U_000038_000048,31.0,8.0,3.0,6.0,0.6458333333333334
3TLLrfmnvOQ_000055_000065,31.0,8.0,3.0,6.0,0.6458333333333334
3cx_rVez5jA_000090_000100,31.0,8.0,3.0,6.0,0.6458333333333334
44iVBfgt2-o_000043_000053,31.0,8.0,3.0,6.0,0.6458333333333334
4RsZIh9NGkc_000006_000016,31.0,8.0,3.0,6.0,0.6458333333333334
4cSZfDC6YbA_000050_000060,31.0,8.0,3.0,6.0,0.6458333333333334
4eaIlwRdtJc_000039_000049,31.0,8.0,3.0,6.0,0.6458333333333334
4fQnPOSoHj4_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
59TGasglibE_000592_000602,31.0,8.0,3.0,6.0,0.6458333333333334
5Hb65eUnvYo_000170_000180,31.0,8.0,3.0,6.0,0.6458333333333334
5jt7sOU41M4_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
63Vyv-mcbY4_000148_000158,31.0,8.0,3.0,6.0,0.6458333333333334
6bjmFJPkHxY_000049_000059,31.0,8.0,3.0,6.0,0.6458333333333334
78bArSXMvFc_000115_000125,31.0,8.0,3.0,6.0,0.6458333333333334
7U0zR7pk5To_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
7XpLffye0IA_000100_000110,31.0,8.0,3.0,6.0,0.6458333333333334
7vPZaqf_yYM_000006_000016,31.0,8.0,3.0,6.0,0.6458333333333334
87lmxc4Zk98_000200_000210,31.0,8.0,3.0,6.0,0.6458333333333334
896xHcyTvVg_000002_000012,31.0,8.0,3.0,6.0,0.6458333333333334
8QwItnw5Wf8_000027_000037,31.0,8.0,3.0,6.0,0.6458333333333334
9-mNxNfz_4A_000164_000174,31.0,8.0,3.0,6.0,0.6458333333333334
91ryBAPG3oY_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
96WDKh501S4_000104_000114,31.0,8.0,3.0,6.0,0.6458333333333334
96m3NL9HlBM_000004_000014,31.0,8.0,3.0,6.0,0.6458333333333334
99PDSX0pjbk_000163_000173,31.0,8.0,3.0,6.0,0.6458333333333334
9Bugi4uUgKw_000022_000032,31.0,8.0,3.0,6.0,0.6458333333333334
9duKIJQTRQ0_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
ARvX5J5WTvE_000002_000012,31.0,8.0,3.0,6.0,0.6458333333333334
AYMHn_F5eBQ_000243_000253,31.0,8.0,3.0,6.0,0.6458333333333334
B0CBBPBLGIQ_000072_000082,31.0,8.0,3.0,6.0,0.6458333333333334
BMoNkUfI-R0_000015_000025,31.0,8.0,3.0,6.0,0.6458333333333334
CO_N1-kXR9Q_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
CWVdxmyysx8_000118_000128,31.0,8.0,3.0,6.0,0.6458333333333334
CXuDq0KftQ4_000011_000021,31.0,8.0,3.0,6.0,0.6458333333333334
CcWbbMKZ3KM_000093_000103,31.0,8.0,3.0,6.0,0.6458333333333334
Co38Ad_OnFQ_000104_000114,31.0,8.0,3.0,6.0,0.6458333333333334
Cp3WCVww7FU_000003_000013,31.0,8.0,3.0,6.0,0.6458333333333334
CyzC7mhpJY8_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
DO8tiQIezQo_000141_000151,31.0,8.0,3.0,6.0,0.6458333333333334
DoG-s29yj0M_000043_000053,31.0,8.0,3.0,6.0,0.6458333333333334
Dw4FNyg7y9Y_000031_000041,31.0,8.0,3.0,6.0,0.6458333333333334
EA458RexwX0_000177_000187,31.0,8.0,3.0,6.0,0.6458333333333334
EYwU26cBuJU_000323_000333,31.0,8.0,3.0,6.0,0.6458333333333334
EvGtHKgCDTA_000008_000018,31.0,8.0,3.0,6.0,0.6458333333333334
FNOM0csT-bM_000090_000100,31.0,8.0,3.0,6.0,0.6458333333333334
G79botUnIL8_000598_000608,31.0,8.0,3.0,6.0,0.6458333333333334
GSp6u0LNJkc_000003_000013,31.0,8.0,3.0,6.0,0.6458333333333334
H3LpA2slcwg_000061_000071,31.0,8.0,3.0,6.0,0.6458333333333334
HQ7f3bYzZ5k_000056_000066,31.0,8.0,3.0,6.0,0.6458333333333334
HkkiJ3Vpmw4_000146_000156,31.0,8.0,3.0,6.0,0.6458333333333334
HwWZlvwcZEg_000023_000033,31.0,8.0,3.0,6.0,0.6458333333333334
IIsiMQWnoso_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
IOS9dELCiFI_000019_000029,31.0,8.0,3.0,6.0,0.6458333333333334
IohkPPbP7Po_000211_000221,31.0,8.0,3.0,6.0,0.6458333333333334
JQy4zMQEGww_000012_000022,31.0,8.0,3.0,6.0,0.6458333333333334
JirGzYlfZl4_000240_000250,31.0,8.0,3.0,6.0,0.6458333333333334
K8NBjEYF63c_000348_000358,31.0,8.0,3.0,6.0,0.6458333333333334
KOi0qp1s8_c_000002_000012,31.0,8.0,3.0,6.0,0.6458333333333334
KXhyza7pePQ_000017_000027,31.0,8.0,3.0,6.0,0.6458333333333334
Ln8UJ2DcCFQ_000011_000021,31.0,8.0,3.0,6.0,0.6458333333333334
Nm_aok0liMA_000042_000052,31.0,8.0,3.0,6.0,0.6458333333333334
OFNacAyy6lU_000002_000012,31.0,8.0,3.0,6.0,0.6458333333333334
Op6oiIf29eQ_000026_000036,31.0,8.0,3.0,6.0,0.6458333333333334
P0w7zDvyvNs_000011_000021,31.0,8.0,3.0,6.0,0.6458333333333334
Pbn8dJblO0o_000078_000088,31.0,8.0,3.0,6.0,0.6458333333333334
Q3oX2gJUamo_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
QhJ_Dw9qOIw_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
QjEShHP7RPg_000149_000159,31.0,8.0,3.0,6.0,0.6458333333333334
R7MKgYUPClo_000029_000039,31.0,8.0,3.0,6.0,0.6458333333333334
RIXZ2tExMsw_000003_000013,31.0,8.0,3.0,6.0,0.6458333333333334
RJJNyVozaCQ_000010_000020,31.0,8.0,3.0,6.0,0.6458333333333334
RU1Lf6LKZRE_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
SNJ-2LQMucU_000002_000012,31.0,8.0,3.0,6.0,0.6458333333333334
SWKz0N0TrGQ_000303_000313,31.0,8.0,3.0,6.0,0.6458333333333334
SdLY4CfbrIw_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
SeH0aIUvr8I_000014_000024,31.0,8.0,3.0,6.0,0.6458333333333334
TSSSHxkyXiM_000042_000052,31.0,8.0,3.0,6.0,0.6458333333333334
TVttXM_QR1Q_000028_000038,31.0,8.0,3.0,6.0,0.6458333333333334
UAOO8co8UyU_000083_000093,31.0,8.0,3.0,6.0,0.6458333333333334
VONPPDNSwFI_000006_000016,31.0,8.0,3.0,6.0,0.6458333333333334
VaovFIFaXVI_000049_000059,31.0,8.0,3.0,6.0,0.6458333333333334
VxIAvb2zNIU_000007_000017,31.0,8.0,3.0,6.0,0.6458333333333334
W1aNqmnfEfo_000004_000014,31.0,8.0,3.0,6.0,0.6458333333333334
W8aA5jz_i5U_000036_000046,31.0,8.0,3.0,6.0,0.6458333333333334
WDXhQi4EnMQ_000007_000017,31.0,8.0,3.0,6.0,0.6458333333333334
WgA8ycKG8lU_000097_000107,31.0,8.0,3.0,6.0,0.6458333333333334
Wi2U-ISmxjU_000263_000273,31.0,8.0,3.0,6.0,0.6458333333333334
WpqqlQv2BPs_000074_000084,31.0,8.0,3.0,6.0,0.6458333333333334
XLsqoLrzgQQ_000016_000026,31.0,8.0,3.0,6.0,0.6458333333333334
Y5EE-5euDw8_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
YKzOHyuvDVA_000016_000026,31.0,8.0,3.0,6.0,0.6458333333333334
YSMQ8GPK0gY_000253_000263,31.0,8.0,3.0,6.0,0.6458333333333334
Yb5vrlmsHWM_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
YfiCguPHA4s_000047_000057,31.0,8.0,3.0,6.0,0.6458333333333334
ZCcbRN3-ck4_000244_000254,31.0,8.0,3.0,6.0,0.6458333333333334
ZQHbXLAtKHw_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
Z_IdNyqMNPg_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
ZiXquqmLQ6s_000172_000182,31.0,8.0,3.0,6.0,0.6458333333333334
_JtCmRppazM_000043_000053,31.0,8.0,3.0,6.0,0.6458333333333334
_MUZ4WBk1XU_000027_000037,31.0,8.0,3.0,6.0,0.6458333333333334
_i3E0CVwD8U_000031_000041,31.0,8.0,3.0,6.0,0.6458333333333334
_w5ZD7flMKE_000019_000029,31.0,8.0,3.0,6.0,0.6458333333333334
aETSHQtZCMk_000075_000085,31.0,8.0,3.0,6.0,0.6458333333333334
aQGU5B2hQRM_000168_000178,31.0,8.0,3.0,6.0,0.6458333333333334
aYZJ2VJAQiA_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
bg1pSFG62js_000025_000035,31.0,8.0,3.0,6.0,0.6458333333333334
c-M1H0UcVTE_000180_000190,31.0,8.0,3.0,6.0,0.6458333333333334
cVMmwClDfzg_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
ckFNtBUln5g_000164_000174,31.0,8.0,3.0,6.0,0.6458333333333334
cq6bJ5wBxI0_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
dLMTgWMh4Q0_000003_000013,31.0,8.0,3.0,6.0,0.6458333333333334
e4rZNbqOz6w_000002_000012,31.0,8.0,3.0,6.0,0.6458333333333334
eO0ACX7OIWU_000003_000013,31.0,8.0,3.0,6.0,0.6458333333333334
ehfXvYLnXpc_000012_000022,31.0,8.0,3.0,6.0,0.6458333333333334
f729ObhhStI_000031_000041,31.0,8.0,3.0,6.0,0.6458333333333334
fg2BS7H_dAU_000083_000093,31.0,8.0,3.0,6.0,0.6458333333333334
fuCCjRyrd9U_000133_000143,31.0,8.0,3.0,6.0,0.6458333333333334
fyp-1XFt6V4_000023_000033,31.0,8.0,3.0,6.0,0.6458333333333334
g3EopacZato_000037_000047,31.0,8.0,3.0,6.0,0.6458333333333334
gHQSnIjxigo_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
gIQuHhNagkc_000080_000090,31.0,8.0,3.0,6.0,0.6458333333333334
gujDuakGPMo_000144_000154,31.0,8.0,3.0,6.0,0.6458333333333334
hXd5YB9zR0U_000007_000017,31.0,8.0,3.0,6.0,0.6458333333333334
i8kZa1lYBNE_000035_000045,31.0,8.0,3.0,6.0,0.6458333333333334
ieQN557a9EQ_000007_000017,31.0,8.0,3.0,6.0,0.6458333333333334
iueiyPIHR-I_000026_000036,31.0,8.0,3.0,6.0,0.6458333333333334
j6aKW3qXySg_000004_000014,31.0,8.0,3.0,6.0,0.6458333333333334
jE6oh3U0DWQ_000028_000038,31.0,8.0,3.0,6.0,0.6458333333333334
jt3qLbeDPxc_000006_000016,31.0,8.0,3.0,6.0,0.6458333333333334
kBUiCscvrvA_000228_000238,31.0,8.0,3.0,6.0,0.6458333333333334
k_Af0De1aKc_000057_000067,31.0,8.0,3.0,6.0,0.6458333333333334
kb1koGqFGRY_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
l2__XcNS71U_000182_000192,31.0,8.0,3.0,6.0,0.6458333333333334
l4KaQ1kQLYg_000097_000107,31.0,8.0,3.0,6.0,0.6458333333333334
lANxuW4yzac_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
lIW-_Mw-W74_000030_000040,31.0,8.0,3.0,6.0,0.6458333333333334
lPFtN6pPsE4_000099_000109,31.0,8.0,3.0,6.0,0.6458333333333334
ln5QCmzKC6c_000009_000019,31.0,8.0,3.0,6.0,0.6458333333333334
mbIRgCkJ-4E_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
mjqyGER1RYI_000011_000021,31.0,8.0,3.0,6.0,0.6458333333333334
mll_2Cc6GZM_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
nJCpoxpqR_c_000346_000356,31.0,8.0,3.0,6.0,0.6458333333333334
nV0UvJbG5rg_000173_000183,31.0,8.0,3.0,6.0,0.6458333333333334
nh5CkcozWKo_000240_000250,31.0,8.0,3.0,6.0,0.6458333333333334
o6i-a-i5dD0_000159_000169,31.0,8.0,3.0,6.0,0.6458333333333334
pDSHWcmZ-OY_000052_000062,31.0,8.0,3.0,6.0,0.6458333333333334
paYM2ncxHn0_000014_000024,31.0,8.0,3.0,6.0,0.6458333333333334
pk6xsmqmSU4_000041_000051,31.0,8.0,3.0,6.0,0.6458333333333334
ppAT6_imnJE_000112_000122,31.0,8.0,3.0,6.0,0.6458333333333334
pwulyuTyRGE_000012_000022,31.0,8.0,3.0,6.0,0.6458333333333334
q5nRTTsq14Q_000093_000103,31.0,8.0,3.0,6.0,0.6458333333333334
qjZFaDweOoA_000011_000021,31.0,8.0,3.0,6.0,0.6458333333333334
rglQS4O_h_M_000139_000149,31.0,8.0,3.0,6.0,0.6458333333333334
sHSCvwaze-4_000085_000095,31.0,8.0,3.0,6.0,0.6458333333333334
saTcFkbhwQ4_000012_000022,31.0,8.0,3.0,6.0,0.6458333333333334
sw4c5_tr0Co_000303_000313,31.0,8.0,3.0,6.0,0.6458333333333334
tcfoe2zzAJc_000038_000048,31.0,8.0,3.0,6.0,0.6458333333333334
utkFhzB1c3E_000001_000011,31.0,8.0,3.0,6.0,0.6458333333333334
v7iwnCPiDw0_000012_000022,31.0,8.0,3.0,6.0,0.6458333333333334
vyvK2tYgmkU_000060_000070,31.0,8.0,3.0,6.0,0.6458333333333334
w87YeQRWJ8M_000032_000042,31.0,8.0,3.0,6.0,0.6458333333333334
wQC8FebHztw_000005_000015,31.0,8.0,3.0,6.0,0.6458333333333334
wS0ey_5pr_A_000000_000010,31.0,8.0,3.0,6.0,0.6458333333333334
wfnhdmG73Fc_000032_000042,31.0,8.0,3.0,6.0,0.6458333333333334
wn0cUe6HGos_000036_000046,31.0,8.0,3.0,6.0,0.6458333333333334
xKSbmFLZBZo_000008_000018,31.0,8.0,3.0,6.0,0.6458333333333334
y5YEDFZl0fY_000030_000040,31.0,8.0,3.0,6.0,0.6458333333333334
ywh13bhEaLo_000847_000857,31.0,8.0,3.0,6.0,0.6458333333333334
ywm4es1p-R8_000007_000017,31.0,8.0,3.0,6.0,0.6458333333333334
zCHOUj_F8h0_000177_000187,31.0,8.0,3.0,6.0,0.6458333333333334
zi8xL3-ULuU_000054_000064,31.0,8.0,3.0,6.0,0.6458333333333334
-N4dQZOwvMc_000011_000021,30.0,8.0,3.0,6.0,0.625
0wugSggDja8_000000_000010,30.0,8.0,3.0,6.0,0.625
17dCUgh-gnU_000032_000042,30.0,8.0,3.0,6.0,0.625
1AliEA5__OU_000064_000074,30.0,8.0,3.0,6.0,0.625
1IFyxzf-73E_000002_000012,30.0,8.0,3.0,6.0,0.625
1VBg21aaiKM_000070_000080,30.0,8.0,3.0,6.0,0.625
1ddqMoAiZNQ_000041_000051,30.0,8.0,3.0,6.0,0.625
1yQ-Gnrzt7Y_000018_000028,30.0,8.0,3.0,6.0,0.625
2PFxxUs1bSs_000019_000029,30.0,8.0,3.0,6.0,0.625
2Rq_J3aiESc_000033_000043,30.0,8.0,3.0,6.0,0.625
2hkB6uKra2g_000000_000010,30.0,8.0,3.0,6.0,0.625
3eowhNlu7pI_000022_000032,30.0,8.0,3.0,6.0,0.625
3gR-egtlAdk_000004_000014,30.0,8.0,3.0,6.0,0.625
43HFIdLD6h8_000192_000202,30.0,8.0,3.0,6.0,0.625
4N7qqPTZ0P8_000001_000011,30.0,8.0,3.0,6.0,0.625
5xM1muOiLy0_000020_000030,30.0,8.0,3.0,6.0,0.625
7FPZhrk3K28_000167_000177,30.0,8.0,3.0,6.0,0.625
7QHB0qFRpvs_000000_000010,30.0,8.0,3.0,6.0,0.625
825cShsot8Y_000091_000101,30.0,8.0,3.0,6.0,0.625
8yQPUBRw0rg_000167_000177,30.0,8.0,3.0,6.0,0.625
9yFB7VgqWdw_000038_000048,30.0,8.0,3.0,6.0,0.625
ALm2fku0u_4_000000_000010,30.0,8.0,3.0,6.0,0.625
ANOkIXUH1Ok_000201_000211,30.0,8.0,3.0,6.0,0.625
BTkyd28-ng8_000021_000031,30.0,8.0,3.0,6.0,0.625
BfFB0En58J8_000007_000017,30.0,8.0,3.0,6.0,0.625
BjONbPczYBc_000031_000041,30.0,8.0,3.0,6.0,0.625
CK4pgYmAHvE_000165_000175,30.0,8.0,3.0,6.0,0.625
CV9gIMrPOrc_000022_000032,30.0,8.0,3.0,6.0,0.625
CwcgbKLs5BA_000000_000010,30.0,8.0,3.0,6.0,0.625
D5XxC0-UbHQ_000000_000010,30.0,8.0,3.0,6.0,0.625
D6qnKnBTfEc_000018_000028,30.0,8.0,3.0,6.0,0.625
DgkZYuN_2GQ_000004_000014,30.0,8.0,3.0,6.0,0.625
ES7ZbDhaGQg_000049_000059,30.0,8.0,3.0,6.0,0.625
ErvHscRxm34_000036_000046,30.0,8.0,3.0,6.0,0.625
G43usII7KiU_000293_000303,30.0,8.0,3.0,6.0,0.625
G9yhc29DsNk_000014_000024,30.0,8.0,3.0,6.0,0.625
GBnKkvt47YM_000030_000040,30.0,8.0,3.0,6.0,0.625
GglLcYc06FA_000237_000247,30.0,8.0,3.0,6.0,0.625
GstKoO_VADw_000298_000308,30.0,8.0,3.0,6.0,0.625
GvcoyRTaeNA_000003_000013,30.0,8.0,3.0,6.0,0.625
Gxt92LMElKs_000022_000032,30.0,8.0,3.0,6.0,0.625
HBCm9b76WFs_000045_000055,30.0,8.0,3.0,6.0,0.625
HBDDd-TxH5E_000008_000018,30.0,8.0,3.0,6.0,0.625
HFgngOaPbKI_000013_000023,30.0,8.0,3.0,6.0,0.625
HbX6rl6i0cY_000032_000042,30.0,8.0,3.0,6.0,0.625
IU0AAcn9IwI_000081_000091,30.0,8.0,3.0,6.0,0.625
J3cofeg3H2w_000037_000047,30.0,8.0,3.0,6.0,0.625
JNLUH3bSEJQ_000005_000015,30.0,8.0,3.0,6.0,0.625
JYmzFfVIttc_000010_000020,30.0,8.0,3.0,6.0,0.625
KmM_ejdE0F8_000093_000103,30.0,8.0,3.0,6.0,0.625
LBClc6dGWdo_000026_000036,30.0,8.0,3.0,6.0,0.625
LcFK0JAI4P0_000169_000179,30.0,8.0,3.0,6.0,0.625
N0kRw43ONPA_000041_000051,30.0,8.0,3.0,6.0,0.625
NFgkj_spU_w_000035_000045,30.0,8.0,3.0,6.0,0.625
Nm1kLeUUCfg_000000_000010,30.0,8.0,3.0,6.0,0.625
Nu9PLs7tMgs_000007_000017,30.0,8.0,3.0,6.0,0.625
O0uV-yBADfk_000012_000022,30.0,8.0,3.0,6.0,0.625
OQnTNP7QEto_000113_000123,30.0,8.0,3.0,6.0,0.625
OcYwEosfbhw_000017_000027,30.0,8.0,3.0,6.0,0.625
OdcR4mEPzXQ_000021_000031,30.0,8.0,3.0,6.0,0.625
PVTyceRx6Ko_000000_000010,30.0,8.0,3.0,6.0,0.625
Pi6020hTjfk_000086_000096,30.0,8.0,3.0,6.0,0.625
QG_AdxvkqOE_000000_000010,30.0,8.0,3.0,6.0,0.625
QS1ez_lf8CI_000139_000149,30.0,8.0,3.0,6.0,0.625
QaaTWR58np0_000003_000013,30.0,8.0,3.0,6.0,0.625
QbwqnK7iw2E_000253_000263,30.0,8.0,3.0,6.0,0.625
Qh0sE2M4ftQ_000238_000248,30.0,8.0,3.0,6.0,0.625
QlQGE2a06JI_000000_000010,30.0,8.0,3.0,6.0,0.625
Qqh9OehyGTk_000106_000116,30.0,8.0,3.0,6.0,0.625
QtoGq4WG598_000264_000274,30.0,8.0,3.0,6.0,0.625
RFfWfdxCaoY_000048_000058,30.0,8.0,3.0,6.0,0.625
ResvW3ph0m4_000036_000046,30.0,8.0,3.0,6.0,0.625
S5bbFqi3h_Y_000154_000164,30.0,8.0,3.0,6.0,0.625
SABplpOdvsU_000000_000010,30.0,8.0,3.0,6.0,0.625
SRGvcE2jrKM_000556_000566,30.0,8.0,3.0,6.0,0.625
S_9rYW8tZFc_000011_000021,30.0,8.0,3.0,6.0,0.625
U6oMKd7OEj8_000237_000247,30.0,8.0,3.0,6.0,0.625
XBY7gdWf12o_000005_000015,30.0,8.0,3.0,6.0,0.625
XndRt_rxB7A_000030_000040,30.0,8.0,3.0,6.0,0.625
Y61yYUEAmT8_000001_000011,30.0,8.0,3.0,6.0,0.625
YDnncEScKgI_000129_000139,30.0,8.0,3.0,6.0,0.625
YguK-uvxaqE_000035_000045,30.0,8.0,3.0,6.0,0.625
Zi1jd2JcyyE_000033_000043,30.0,8.0,3.0,6.0,0.625
Zy1txK3OgwY_000007_000017,30.0,8.0,3.0,6.0,0.625
_FubIvDQYHw_000009_000019,30.0,8.0,3.0,6.0,0.625
_Kg4cVGKrkk_000088_000098,30.0,8.0,3.0,6.0,0.625
_fU8QJhR1SU_000069_000079,30.0,8.0,3.0,6.0,0.625
_vb4f-veNLo_000012_000022,30.0,8.0,3.0,6.0,0.625
aWsI7j1mxGE_000013_000023,30.0,8.0,3.0,6.0,0.625
a_P4xouEluc_000081_000091,30.0,8.0,3.0,6.0,0.625
bEZOcMoQrm4_000032_000042,30.0,8.0,3.0,6.0,0.625
bGxkZ-3CKns_000079_000089,30.0,8.0,3.0,6.0,0.625
byblOupaJeg_000033_000043,30.0,8.0,3.0,6.0,0.625
cC3dgWo1_Ic_000009_000019,30.0,8.0,3.0,6.0,0.625
cRjZ6StT0pg_000003_000013,30.0,8.0,3.0,6.0,0.625
dJnZfeO0Wg0_000005_000015,30.0,8.0,3.0,6.0,0.625
djvRrQ2b4-k_000090_000100,30.0,8.0,3.0,6.0,0.625
eEE7g5_sJFE_000197_000207,30.0,8.0,3.0,6.0,0.625
fiBieiZEcEA_000183_000193,30.0,8.0,3.0,6.0,0.625
g0k21jYPwyk_000037_000047,30.0,8.0,3.0,6.0,0.625
h1y6dy6152A_000100_000110,30.0,8.0,3.0,6.0,0.625
hCpvtyPwsjY_000007_000017,30.0,8.0,3.0,6.0,0.625
hDPMiOfCf58_000148_000158,30.0,8.0,3.0,6.0,0.625
i3notciKv3w_000240_000250,30.0,8.0,3.0,6.0,0.625
iTUNcPVRfNA_000043_000053,30.0,8.0,3.0,6.0,0.625
iX63B4WJ2bI_000002_000012,30.0,8.0,3.0,6.0,0.625
idzVKX9Sg2w_000015_000025,30.0,8.0,3.0,6.0,0.625
jTLQTrrF5mw_000000_000010,30.0,8.0,3.0,6.0,0.625
jZQgpbmznh4_000165_000175,30.0,8.0,3.0,6.0,0.625
joH-yJVbRfo_000057_000067,30.0,8.0,3.0,6.0,0.625
kGYr8qWlmQA_000093_000103,30.0,8.0,3.0,6.0,0.625
kOe2sc1fpBg_000063_000073,30.0,8.0,3.0,6.0,0.625
kYslXGt7i-Q_000001_000011,30.0,8.0,3.0,6.0,0.625
kbfPZMS26QY_000000_000010,30.0,8.0,3.0,6.0,0.625
kszBiOjOBns_000248_000258,30.0,8.0,3.0,6.0,0.625
lAampxWBV6Y_000000_000010,30.0,8.0,3.0,6.0,0.625
m0cXwE5xGP0_000094_000104,30.0,8.0,3.0,6.0,0.625
m4wALquQZ8E_000271_000281,30.0,8.0,3.0,6.0,0.625
mnGrzFuN8a8_000104_000114,30.0,8.0,3.0,6.0,0.625
oELD3suM8e8_000071_000081,30.0,8.0,3.0,6.0,0.625
ofuABYNgdI4_000219_000229,30.0,8.0,3.0,6.0,0.625
pQXsnpkY4Qs_000016_000026,30.0,8.0,3.0,6.0,0.625
q6HF4zpH9xM_000046_000056,30.0,8.0,3.0,6.0,0.625
qSBzFq2LCyI_000040_000050,30.0,8.0,3.0,6.0,0.625
qmRABv1dYPc_000196_000206,30.0,8.0,3.0,6.0,0.625
rFO3YgpkjLI_000009_000019,30.0,8.0,3.0,6.0,0.625
shSqdcubnoU_000001_000011,30.0,8.0,3.0,6.0,0.625
tByk9LMurdQ_000016_000026,30.0,8.0,3.0,6.0,0.625
txZIJRxlgkw_000061_000071,30.0,8.0,3.0,6.0,0.625
u2oStfAE2EY_000031_000041,30.0,8.0,3.0,6.0,0.625
uCdSFjI4UGY_000010_000020,30.0,8.0,3.0,6.0,0.625
uWnz6AUi6EM_000036_000046,30.0,8.0,3.0,6.0,0.625
v5vC6z2-Jgk_000154_000164,30.0,8.0,3.0,6.0,0.625
vA3Zgan3poo_000056_000066,30.0,8.0,3.0,6.0,0.625
vQUBZk-hvsw_000138_000148,30.0,8.0,3.0,6.0,0.625
vgrr-N5x7kE_000035_000045,30.0,8.0,3.0,6.0,0.625
vjcsFnCjvu8_000312_000322,30.0,8.0,3.0,6.0,0.625
w1nDxTwg6VA_000068_000078,30.0,8.0,3.0,6.0,0.625
wX5M8gsgkSc_000004_000014,30.0,8.0,3.0,6.0,0.625
x2s6sKT994M_000046_000056,30.0,8.0,3.0,6.0,0.625
x9D3OKeeTI4_000024_000034,30.0,8.0,3.0,6.0,0.625
zqV77wdPkYc_000080_000090,30.0,8.0,3.0,6.0,0.625
-8yN1XRXkbc_000030_000040,29.0,8.0,3.0,6.0,0.6041666666666666
19Cqv4GFWpY_000020_000030,29.0,8.0,3.0,6.0,0.6041666666666666
2hexcreQQzE_000038_000048,29.0,8.0,3.0,6.0,0.6041666666666666
2khksHmc5sU_000000_000010,29.0,8.0,3.0,6.0,0.6041666666666666
3KT5FoCfpY8_000019_000029,29.0,8.0,3.0,6.0,0.6041666666666666
4P4DqqCOx6E_000017_000027,29.0,8.0,3.0,6.0,0.6041666666666666
4ZQwHojuyBc_000014_000024,29.0,8.0,3.0,6.0,0.6041666666666666
5NzEXXWo8ZU_000004_000014,29.0,8.0,3.0,6.0,0.6041666666666666
5aaO9X79fH4_000007_000017,29.0,8.0,3.0,6.0,0.6041666666666666
7daJnc6cERE_000100_000110,29.0,8.0,3.0,6.0,0.6041666666666666
7j_19ORqOec_000002_000012,29.0,8.0,3.0,6.0,0.6041666666666666
7qTjhLfDb7c_000063_000073,29.0,8.0,3.0,6.0,0.6041666666666666
99HPye7agfY_000034_000044,29.0,8.0,3.0,6.0,0.6041666666666666
BG0eVxhpVWE_000004_000014,29.0,8.0,3.0,6.0,0.6041666666666666
CZd5XGyy8oA_000052_000062,29.0,8.0,3.0,6.0,0.6041666666666666
CkURmRul_ps_000012_000022,29.0,8.0,3.0,6.0,0.6041666666666666
CwMQEmwgPaA_000052_000062,29.0,8.0,3.0,6.0,0.6041666666666666
D3y0imoI5mg_000126_000136,29.0,8.0,3.0,6.0,0.6041666666666666
D7ldAgVmg5M_000001_000011,29.0,8.0,3.0,6.0,0.6041666666666666
DJRfF7zITI4_000007_000017,29.0,8.0,3.0,6.0,0.6041666666666666
E7W4HGM_YrY_000000_000010,29.0,8.0,3.0,6.0,0.6041666666666666
G5EW1TfEBLQ_000004_000014,29.0,8.0,3.0,6.0,0.6041666666666666
GHYQuJ7MgoU_000062_000072,29.0,8.0,3.0,6.0,0.6041666666666666
GmNqFWDNuec_000070_000080,29.0,8.0,3.0,6.0,0.6041666666666666
