video_id,total_wrongs,total_questions,all_wrong_qtypes,n_models,fail_rate
BqaZgKc_iyg_000120_000130,34.0,8.0,4.0,6.0,0.7083333333333334
Bu_voVLJz8M_000075_000085,34.0,8.0,4.0,6.0,0.7083333333333334
C2hAI4-tf68_000135_000145,34.0,8.0,4.0,6.0,0.7083333333333334
Ccz9_EHvFlM_000019_000029,34.0,8.0,4.0,6.0,0.7083333333333334
F559bkkKSp8_000007_000017,34.0,8.0,4.0,6.0,0.7083333333333334
GITlQINMUyI_000019_000029,34.0,8.0,4.0,6.0,0.7083333333333334
HAKxnozuYVE_000063_000073,34.0,8.0,4.0,6.0,0.7083333333333334
HimvUHuBSxo_000003_000013,34.0,8.0,4.0,6.0,0.7083333333333334
IVJGy3zOkcE_000005_000015,34.0,8.0,4.0,6.0,0.7083333333333334
IXsuq3_72Cg_000022_000032,34.0,8.0,4.0,6.0,0.7083333333333334
IiAMLtkErXI_000002_000012,34.0,8.0,4.0,6.0,0.7083333333333334
J1oWa9co1j8_000048_000058,34.0,8.0,4.0,6.0,0.7083333333333334
JFOKYFOoQfU_000010_000020,34.0,8.0,4.0,6.0,0.7083333333333334
Kkw42uA0vOg_000071_000081,34.0,8.0,4.0,6.0,0.7083333333333334
Koo6dR57y78_000002_000012,34.0,8.0,4.0,6.0,0.7083333333333334
MPBuoMyThFc_000410_000420,34.0,8.0,4.0,6.0,0.7083333333333334
MbAxUzj2MOI_000004_000014,34.0,8.0,4.0,6.0,0.7083333333333334
My4sE0cDC8g_000000_000010,34.0,8.0,4.0,6.0,0.7083333333333334
NEyJbhk78vY_000103_000113,34.0,8.0,4.0,6.0,0.7083333333333334
NasF0yHWOfI_000267_000277,34.0,8.0,4.0,6.0,0.7083333333333334
PCrUz0G9pH8_000024_000034,34.0,8.0,4.0,6.0,0.7083333333333334
Pc2Kk0d8nM8_000187_000197,34.0,8.0,4.0,6.0,0.7083333333333334
PlNFZ1wXdMQ_000015_000025,34.0,8.0,4.0,6.0,0.7083333333333334
QKt0wrpr7ss_000035_000045,34.0,8.0,4.0,6.0,0.7083333333333334
Qxa4NxH36D4_000084_000094,34.0,8.0,4.0,6.0,0.7083333333333334
R9_6Q1BTLfs_000087_000097,34.0,8.0,4.0,6.0,0.7083333333333334
RCieL5TpnXo_000017_000027,34.0,8.0,4.0,6.0,0.7083333333333334
RU2FrHbB28M_000298_000308,34.0,8.0,4.0,6.0,0.7083333333333334
RdnubBQolVk_000002_000012,34.0,8.0,4.0,6.0,0.7083333333333334
TuB-E6sjheY_000019_000029,34.0,8.0,4.0,6.0,0.7083333333333334
UMJyUErYKU0_000195_000205,34.0,8.0,4.0,6.0,0.7083333333333334
Ua03Vk6-MEE_000343_000353,34.0,8.0,4.0,6.0,0.7083333333333334
UtJjwDeZXtE_000019_000029,34.0,8.0,4.0,6.0,0.7083333333333334
V5vidw6zQ0Y_000069_000079,34.0,8.0,4.0,6.0,0.7083333333333334
VcUPa6OYK2g_000231_000241,34.0,8.0,4.0,6.0,0.7083333333333334
WeKddS2DhdE_000039_000049,34.0,8.0,4.0,6.0,0.7083333333333334
Z6xOtz9fgU4_000001_000011,34.0,8.0,4.0,6.0,0.7083333333333334
ZFp50-cq3Ek_000001_000011,34.0,8.0,4.0,6.0,0.7083333333333334
Zgxbr1goYV4_000048_000058,34.0,8.0,4.0,6.0,0.7083333333333334
_08M-OGkPb8_000025_000035,34.0,8.0,4.0,6.0,0.7083333333333334
_V-yCADrJ1M_000297_000307,34.0,8.0,4.0,6.0,0.7083333333333334
bJ9b-PgTl-w_000077_000087,34.0,8.0,4.0,6.0,0.7083333333333334
bUzZUCWB-js_000003_000013,34.0,8.0,4.0,6.0,0.7083333333333334
bVwAobzZ3SI_000001_000011,34.0,8.0,4.0,6.0,0.7083333333333334
ch7scIP_TkQ_000058_000068,34.0,8.0,4.0,6.0,0.7083333333333334
cs1dEs-U_x0_000277_000287,34.0,8.0,4.0,6.0,0.7083333333333334
eYzR6kl8DHQ_000013_000023,34.0,8.0,4.0,6.0,0.7083333333333334
f7Vl-UpOq_A_000023_000033,34.0,8.0,4.0,6.0,0.7083333333333334
gI5iqpb0lak_000459_000469,34.0,8.0,4.0,6.0,0.7083333333333334
g_cGyV7wmac_000046_000056,34.0,8.0,4.0,6.0,0.7083333333333334
hcj-3gZ-Z5o_000029_000039,34.0,8.0,4.0,6.0,0.7083333333333334
i858SLWVax0_000000_000010,34.0,8.0,4.0,6.0,0.7083333333333334
j4CtODtMbdI_000029_000039,34.0,8.0,4.0,6.0,0.7083333333333334
jDFnViSc30g_000030_000040,34.0,8.0,4.0,6.0,0.7083333333333334
jI2R37Ri9r4_000049_000059,34.0,8.0,4.0,6.0,0.7083333333333334
jYbvT_3I_7w_000008_000018,34.0,8.0,4.0,6.0,0.7083333333333334
jj_hcAVQu20_000021_000031,34.0,8.0,4.0,6.0,0.7083333333333334
jsvPzymOk08_000057_000067,34.0,8.0,4.0,6.0,0.7083333333333334
k3d0UDymH_k_000003_000013,34.0,8.0,4.0,6.0,0.7083333333333334
kMWAI5DUJr4_000024_000034,34.0,8.0,4.0,6.0,0.7083333333333334
l3B-PG_6WBE_000025_000035,34.0,8.0,4.0,6.0,0.7083333333333334
l7-0fOtOpvM_000011_000021,34.0,8.0,4.0,6.0,0.7083333333333334
lzm8utHbJg0_000024_000034,34.0,8.0,4.0,6.0,0.7083333333333334
m78n9Rzu4HI_000015_000025,34.0,8.0,4.0,6.0,0.7083333333333334
mHgvF_Dz9zQ_000011_000021,34.0,8.0,4.0,6.0,0.7083333333333334
mx39OQDK6O0_000003_000013,34.0,8.0,4.0,6.0,0.7083333333333334
n8Sv2sHaZdI_000005_000015,34.0,8.0,4.0,6.0,0.7083333333333334
nTdFbH_RVtc_000148_000158,34.0,8.0,4.0,6.0,0.7083333333333334
rZFz_qhHuMo_000114_000124,34.0,8.0,4.0,6.0,0.7083333333333334
rnsZOEBCIMs_000144_000154,34.0,8.0,4.0,6.0,0.7083333333333334
s2zC1sZGCdI_000011_000021,34.0,8.0,4.0,6.0,0.7083333333333334
tBYVdjLJXwE_000067_000077,34.0,8.0,4.0,6.0,0.7083333333333334
tEzv-zRBHfw_000026_000036,34.0,8.0,4.0,6.0,0.7083333333333334
tNx1mJSHzZY_000027_000037,34.0,8.0,4.0,6.0,0.7083333333333334
ts3XtqXBGhg_000004_000014,34.0,8.0,4.0,6.0,0.7083333333333334
u-5hzYU2TG8_000043_000053,34.0,8.0,4.0,6.0,0.7083333333333334
u-B6sTlvrP8_000264_000274,34.0,8.0,4.0,6.0,0.7083333333333334
u5KNyuJOrJg_000000_000010,34.0,8.0,4.0,6.0,0.7083333333333334
vAdkiJp7lJs_000277_000287,34.0,8.0,4.0,6.0,0.7083333333333334
vfg1lJO8XEE_003114_003124,34.0,8.0,4.0,6.0,0.7083333333333334
wxiSZ0pP0Wc_000025_000035,34.0,8.0,4.0,6.0,0.7083333333333334
xZLddzzpOOE_000003_000013,34.0,8.0,4.0,6.0,0.7083333333333334
y3aURGCQT8A_000002_000012,34.0,8.0,4.0,6.0,0.7083333333333334
yaLIW0oI6To_000358_000368,34.0,8.0,4.0,6.0,0.7083333333333334
ybvIZGgrdO0_000013_000023,34.0,8.0,4.0,6.0,0.7083333333333334
yzYMUlenXeE_000046_000056,34.0,8.0,4.0,6.0,0.7083333333333334
zJq6FDEFweE_000000_000010,34.0,8.0,4.0,6.0,0.7083333333333334
zecx0JKruE4_000335_000345,34.0,8.0,4.0,6.0,0.7083333333333334
0J6OFs_XK3Q_000075_000085,33.0,8.0,4.0,6.0,0.6875
0nb_Ft_g6RI_000045_000055,33.0,8.0,4.0,6.0,0.6875
1Q3INfCUrdk_000005_000015,33.0,8.0,4.0,6.0,0.6875
26N2XO29YU8_000006_000016,33.0,8.0,4.0,6.0,0.6875
2H0GzyhYeMo_000017_000027,33.0,8.0,4.0,6.0,0.6875
4ir9NqhbAks_000269_000279,33.0,8.0,4.0,6.0,0.6875
6B1flCM2Xw8_000057_000067,33.0,8.0,4.0,6.0,0.6875
7HmBXZ8HA7Y_000005_000015,33.0,8.0,4.0,6.0,0.6875
7hn_hMHp9vk_000011_000021,33.0,8.0,4.0,6.0,0.6875
7pjaKPXTzdU_000118_000128,33.0,8.0,4.0,6.0,0.6875
AI3IYUsStR0_000016_000026,33.0,8.0,4.0,6.0,0.6875
AoQZJen3NmI_000038_000048,33.0,8.0,4.0,6.0,0.6875
Axd2_ZcN3sc_000097_000107,33.0,8.0,4.0,6.0,0.6875
BLuW3gpcYzo_000018_000028,33.0,8.0,4.0,6.0,0.6875
C03fsBh5IUg_000612_000622,33.0,8.0,4.0,6.0,0.6875
C78f2QdxcoM_000010_000020,33.0,8.0,4.0,6.0,0.6875
CtdKZrN_Mk4_000218_000228,33.0,8.0,4.0,6.0,0.6875
DOeletQKkGQ_000023_000033,33.0,8.0,4.0,6.0,0.6875
DQCWDt7VLyc_000382_000392,33.0,8.0,4.0,6.0,0.6875
EKN1Yhz8j7o_000157_000167,33.0,8.0,4.0,6.0,0.6875
F3cn_hhvd0A_000000_000010,33.0,8.0,4.0,6.0,0.6875
G1n9a3Wk7p8_000003_000013,33.0,8.0,4.0,6.0,0.6875
GD28meoDstI_000000_000010,33.0,8.0,4.0,6.0,0.6875
GIbDDjjC8VQ_000049_000059,33.0,8.0,4.0,6.0,0.6875
HQJUZqpjHBM_000053_000063,33.0,8.0,4.0,6.0,0.6875
HWOicnsH7NE_000025_000035,33.0,8.0,4.0,6.0,0.6875
HoiF8HsHbPI_000021_000031,33.0,8.0,4.0,6.0,0.6875
I1pPHABeNFk_000050_000060,33.0,8.0,4.0,6.0,0.6875
IQBpi_IvLsI_000004_000014,33.0,8.0,4.0,6.0,0.6875
ITCA-pbAqt8_000058_000068,33.0,8.0,4.0,6.0,0.6875
JX8mDrHlCX0_000033_000043,33.0,8.0,4.0,6.0,0.6875
K89T4um6Sbs_000204_000214,33.0,8.0,4.0,6.0,0.6875
Kr02is6jVUk_000029_000039,33.0,8.0,4.0,6.0,0.6875
MEkLZj6NxAI_000036_000046,33.0,8.0,4.0,6.0,0.6875
McmEPpNk3i0_000023_000033,33.0,8.0,4.0,6.0,0.6875
MgV7fiP_-NA_000065_000075,33.0,8.0,4.0,6.0,0.6875
NNcMFzV5LD8_000039_000049,33.0,8.0,4.0,6.0,0.6875
NeTnykQUxS8_000027_000037,33.0,8.0,4.0,6.0,0.6875
NlErBQwinas_000947_000957,33.0,8.0,4.0,6.0,0.6875
P3KLZBOIJB4_000548_000558,33.0,8.0,4.0,6.0,0.6875
QXOTXN18Dbc_000022_000032,33.0,8.0,4.0,6.0,0.6875
TKEL8xeq_WM_000017_000027,33.0,8.0,4.0,6.0,0.6875
TgUJ9-1VMSY_000029_000039,33.0,8.0,4.0,6.0,0.6875
TkZ-MWFBY6Y_000002_000012,33.0,8.0,4.0,6.0,0.6875
W4azDhFVJ7k_000360_000370,33.0,8.0,4.0,6.0,0.6875
WEgD20wbGng_000013_000023,33.0,8.0,4.0,6.0,0.6875
XI139xM0YJk_000000_000010,33.0,8.0,4.0,6.0,0.6875
ZUIaoers8zc_000008_000018,33.0,8.0,4.0,6.0,0.6875
ZYwKEWumvAo_000019_000029,33.0,8.0,4.0,6.0,0.6875
bCjOdkrniXg_000195_000205,33.0,8.0,4.0,6.0,0.6875
bgEDDAxGouk_000048_000058,33.0,8.0,4.0,6.0,0.6875
chv-g2miwxI_000034_000044,33.0,8.0,4.0,6.0,0.6875
dOMHbiTxwxo_000029_000039,33.0,8.0,4.0,6.0,0.6875
e8er9_O8wlk_000056_000066,33.0,8.0,4.0,6.0,0.6875
fikVQmKz9Ag_000204_000214,33.0,8.0,4.0,6.0,0.6875
gJui8FzJA40_000023_000033,33.0,8.0,4.0,6.0,0.6875
gtlAn-4zcYU_000115_000125,33.0,8.0,4.0,6.0,0.6875
gtmGt3K5uTc_000494_000504,33.0,8.0,4.0,6.0,0.6875
gyLF00NICPw_000126_000136,33.0,8.0,4.0,6.0,0.6875
h6Ha1UfpFcw_000021_000031,33.0,8.0,4.0,6.0,0.6875
h9-VykaaIK8_000000_000010,33.0,8.0,4.0,6.0,0.6875
hHkxcBI_ysM_000000_000010,33.0,8.0,4.0,6.0,0.6875
hbl0BiTCtPg_000045_000055,33.0,8.0,4.0,6.0,0.6875
hqyMt0bCLa8_000000_000010,33.0,8.0,4.0,6.0,0.6875
i4dyZ9tt3YE_000007_000017,33.0,8.0,4.0,6.0,0.6875
iNp3TWPGp1g_000054_000064,33.0,8.0,4.0,6.0,0.6875
iWcBgoDMLEU_000414_000424,33.0,8.0,4.0,6.0,0.6875
igQDS3swxbw_000008_000018,33.0,8.0,4.0,6.0,0.6875
ij0_7A17-jU_000023_000033,33.0,8.0,4.0,6.0,0.6875
jk5g0yQAB5Y_000005_000015,33.0,8.0,4.0,6.0,0.6875
k04CZHVwnzY_000183_000193,33.0,8.0,4.0,6.0,0.6875
k1w28eG3jyA_000088_000098,33.0,8.0,4.0,6.0,0.6875
kdVpRTJAU5g_000031_000041,33.0,8.0,4.0,6.0,0.6875
lehN5HgDnUE_000025_000035,33.0,8.0,4.0,6.0,0.6875
n7UXyh6nMcM_000006_000016,33.0,8.0,4.0,6.0,0.6875
n8JG2e4wKuk_000010_000020,33.0,8.0,4.0,6.0,0.6875
nrjm42ouE50_000106_000116,33.0,8.0,4.0,6.0,0.6875
o1uzP-kk0iw_000033_000043,33.0,8.0,4.0,6.0,0.6875
oKJTB8OuUz0_000000_000010,33.0,8.0,4.0,6.0,0.6875
pfDxtxGxuqc_000179_000189,33.0,8.0,4.0,6.0,0.6875
qncTgHkSyf8_000009_000019,33.0,8.0,4.0,6.0,0.6875
rVt0gKwPXG0_000160_000170,33.0,8.0,4.0,6.0,0.6875
rVz0-9HnFZI_000058_000068,33.0,8.0,4.0,6.0,0.6875
sknNTt3KSN8_000057_000067,33.0,8.0,4.0,6.0,0.6875
tFJinmW3iTI_000048_000058,33.0,8.0,4.0,6.0,0.6875
tUQQSYjRanw_000234_000244,33.0,8.0,4.0,6.0,0.6875
uh8je9hOgY0_000462_000472,33.0,8.0,4.0,6.0,0.6875
vDJp7_pDZ38_000028_000038,33.0,8.0,4.0,6.0,0.6875
vVvEDYNUf9c_000006_000016,33.0,8.0,4.0,6.0,0.6875
w58zS_j1YFA_000003_000013,33.0,8.0,4.0,6.0,0.6875
wN9Ra7Ld9S8_000063_000073,33.0,8.0,4.0,6.0,0.6875
wT3bzOjcgE4_000188_000198,33.0,8.0,4.0,6.0,0.6875
xaA6Z-1ENUo_000016_000026,33.0,8.0,4.0,6.0,0.6875
yDs5wE4351Q_000000_000010,33.0,8.0,4.0,6.0,0.6875
zCIpMmZeESo_000004_000014,33.0,8.0,4.0,6.0,0.6875
zXcxPr9A2XQ_000004_000014,33.0,8.0,4.0,6.0,0.6875
0v5U55exszg_000002_000012,32.0,8.0,4.0,6.0,0.6666666666666666
1TQgN3Jqi50_000001_000011,32.0,8.0,4.0,6.0,0.6666666666666666
1zG4yOeW6II_000001_000011,32.0,8.0,4.0,6.0,0.6666666666666666
20J-6g7YIbQ_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
2fd4PEC1HXU_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
2hSSDJdcAbA_000050_000060,32.0,8.0,4.0,6.0,0.6666666666666666
3iiR0EFE724_000129_000139,32.0,8.0,4.0,6.0,0.6666666666666666
4-xtMNG7Qpg_000028_000038,32.0,8.0,4.0,6.0,0.6666666666666666
4kf0Pz1BsiE_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
5STbEAV46hg_000041_000051,32.0,8.0,4.0,6.0,0.6666666666666666
6cxekH_wXTU_000075_000085,32.0,8.0,4.0,6.0,0.6666666666666666
7TZOYU__Ta0_000053_000063,32.0,8.0,4.0,6.0,0.6666666666666666
7UMUbQstL3w_000178_000188,32.0,8.0,4.0,6.0,0.6666666666666666
8mfa79P0dHk_000048_000058,32.0,8.0,4.0,6.0,0.6666666666666666
9k3h5aln1s0_000093_000103,32.0,8.0,4.0,6.0,0.6666666666666666
AiRtlhy2uEE_000026_000036,32.0,8.0,4.0,6.0,0.6666666666666666
BYVOAUgBVb0_000033_000043,32.0,8.0,4.0,6.0,0.6666666666666666
Bbt3AmL2BAU_000015_000025,32.0,8.0,4.0,6.0,0.6666666666666666
D5aITueDATY_000002_000012,32.0,8.0,4.0,6.0,0.6666666666666666
DIiBkLK0g-s_000003_000013,32.0,8.0,4.0,6.0,0.6666666666666666
Ejx84hfJJlA_000140_000150,32.0,8.0,4.0,6.0,0.6666666666666666
F_61SVrpXkc_000020_000030,32.0,8.0,4.0,6.0,0.6666666666666666
HHmFEdyXGrg_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
IGhRmdBm5S4_000039_000049,32.0,8.0,4.0,6.0,0.6666666666666666
JoghKc3Q22E_000075_000085,32.0,8.0,4.0,6.0,0.6666666666666666
Ka3cm0Nx428_000068_000078,32.0,8.0,4.0,6.0,0.6666666666666666
LSiEMpqzhew_000145_000155,32.0,8.0,4.0,6.0,0.6666666666666666
LcA_01yQixU_000005_000015,32.0,8.0,4.0,6.0,0.6666666666666666
OaCNSWkpxWo_000069_000079,32.0,8.0,4.0,6.0,0.6666666666666666
QZBVul5Ny_w_000034_000044,32.0,8.0,4.0,6.0,0.6666666666666666
QyzHtvU5EFI_000052_000062,32.0,8.0,4.0,6.0,0.6666666666666666
SsAbxJSc44g_000001_000011,32.0,8.0,4.0,6.0,0.6666666666666666
T8K8jIu1DYA_000006_000016,32.0,8.0,4.0,6.0,0.6666666666666666
U3IQtAps8a4_000003_000013,32.0,8.0,4.0,6.0,0.6666666666666666
U3qLD1cPmlM_000021_000031,32.0,8.0,4.0,6.0,0.6666666666666666
Vy0j3YovSi8_000206_000216,32.0,8.0,4.0,6.0,0.6666666666666666
X0cBXnWyehc_000055_000065,32.0,8.0,4.0,6.0,0.6666666666666666
XcdhPP3TkW8_000027_000037,32.0,8.0,4.0,6.0,0.6666666666666666
Y0sS-UEkENU_000064_000074,32.0,8.0,4.0,6.0,0.6666666666666666
YDg-KCilGIo_000132_000142,32.0,8.0,4.0,6.0,0.6666666666666666
YSsPagO1AWo_000155_000165,32.0,8.0,4.0,6.0,0.6666666666666666
_JWNFGmIgH4_000047_000057,32.0,8.0,4.0,6.0,0.6666666666666666
_kCPt1WEFtc_000025_000035,32.0,8.0,4.0,6.0,0.6666666666666666
ag2pbbRQx5o_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
amZEpaJoiGs_000009_000019,32.0,8.0,4.0,6.0,0.6666666666666666
any_QV0Xw24_000031_000041,32.0,8.0,4.0,6.0,0.6666666666666666
bER_aCdcRpo_000028_000038,32.0,8.0,4.0,6.0,0.6666666666666666
bJwiIEBTj1k_000030_000040,32.0,8.0,4.0,6.0,0.6666666666666666
cFJCG9fpr2E_000012_000022,32.0,8.0,4.0,6.0,0.6666666666666666
doCkej2uh9c_000047_000057,32.0,8.0,4.0,6.0,0.6666666666666666
gf7QkXKOV_k_000009_000019,32.0,8.0,4.0,6.0,0.6666666666666666
iX1d4ti2BGY_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
iY3HYoBzHrI_000154_000164,32.0,8.0,4.0,6.0,0.6666666666666666
imDuY3nbD1M_000146_000156,32.0,8.0,4.0,6.0,0.6666666666666666
jloLASNX6AQ_000056_000066,32.0,8.0,4.0,6.0,0.6666666666666666
jz5309ab5Bo_000072_000082,32.0,8.0,4.0,6.0,0.6666666666666666
kE7MKKfcb80_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
lFCWPjrij_Y_000193_000203,32.0,8.0,4.0,6.0,0.6666666666666666
ls1fXwwHW3E_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
m-CTexh5p40_000177_000187,32.0,8.0,4.0,6.0,0.6666666666666666
o0TUFW_jcD4_000003_000013,32.0,8.0,4.0,6.0,0.6666666666666666
pdGBGTGRmko_000007_000017,32.0,8.0,4.0,6.0,0.6666666666666666
pmk9LIfXxbU_000008_000018,32.0,8.0,4.0,6.0,0.6666666666666666
pux0X2ASsX0_000109_000119,32.0,8.0,4.0,6.0,0.6666666666666666
qBevmC_LxJE_000242_000252,32.0,8.0,4.0,6.0,0.6666666666666666
rEJaqonTVVE_000000_000010,32.0,8.0,4.0,6.0,0.6666666666666666
tITIETSrk2Y_000019_000029,32.0,8.0,4.0,6.0,0.6666666666666666
wacvvN2e0Yg_000028_000038,32.0,8.0,4.0,6.0,0.6666666666666666
y7E4WSQx1E0_000007_000017,32.0,8.0,4.0,6.0,0.6666666666666666
-7v78zoqTrU_000049_000059,31.0,8.0,4.0,6.0,0.6458333333333334
-lunXBvh-UM_000007_000017,31.0,8.0,4.0,6.0,0.6458333333333334
3BYKaA-HYDA_000052_000062,31.0,8.0,4.0,6.0,0.6458333333333334
7OKdvtTySBU_000044_000054,31.0,8.0,4.0,6.0,0.6458333333333334
7WTKrc7N7d0_000000_000010,31.0,8.0,4.0,6.0,0.6458333333333334
8ZhYmKe7DYA_000000_000010,31.0,8.0,4.0,6.0,0.6458333333333334
A7U-MCenMb8_000006_000016,31.0,8.0,4.0,6.0,0.6458333333333334
BD0weq0a5BI_000000_000010,31.0,8.0,4.0,6.0,0.6458333333333334
GPO8396Hrlc_000004_000014,31.0,8.0,4.0,6.0,0.6458333333333334
HeUjxIjFBzA_000056_000066,31.0,8.0,4.0,6.0,0.6458333333333334
IbeL1aQFDQk_000046_000056,31.0,8.0,4.0,6.0,0.6458333333333334
Ig-F44ZOAhc_000162_000172,31.0,8.0,4.0,6.0,0.6458333333333334
JB59VCbgtMc_000017_000027,31.0,8.0,4.0,6.0,0.6458333333333334
L0ocI339_MU_000034_000044,31.0,8.0,4.0,6.0,0.6458333333333334
N8zVT11nTuo_000002_000012,31.0,8.0,4.0,6.0,0.6458333333333334
POYapdl7yLY_000010_000020,31.0,8.0,4.0,6.0,0.6458333333333334
Pk-u7ZdZI4E_000011_000021,31.0,8.0,4.0,6.0,0.6458333333333334
Q-jOVafrcE0_000351_000361,31.0,8.0,4.0,6.0,0.6458333333333334
QO2cQBSGMbg_000130_000140,31.0,8.0,4.0,6.0,0.6458333333333334
R9u8NHNcgbg_000027_000037,31.0,8.0,4.0,6.0,0.6458333333333334
UNdr36oYh_A_000012_000022,31.0,8.0,4.0,6.0,0.6458333333333334
VnLWPlJel1Y_000021_000031,31.0,8.0,4.0,6.0,0.6458333333333334
W5UhOXJeqjg_000020_000030,31.0,8.0,4.0,6.0,0.6458333333333334
W9GRA5c37ZQ_000047_000057,31.0,8.0,4.0,6.0,0.6458333333333334
WMeupz5g0a4_000071_000081,31.0,8.0,4.0,6.0,0.6458333333333334
YvxOq4Mp3eU_000151_000161,31.0,8.0,4.0,6.0,0.6458333333333334
aJ1RpsnrN6o_000043_000053,31.0,8.0,4.0,6.0,0.6458333333333334
bcSVbCMAdD8_000005_000015,31.0,8.0,4.0,6.0,0.6458333333333334
c0zsCLq8ZXQ_000004_000014,31.0,8.0,4.0,6.0,0.6458333333333334
cDkn46Bl0f8_000000_000010,31.0,8.0,4.0,6.0,0.6458333333333334
d1hrXY_UbXE_000018_000028,31.0,8.0,4.0,6.0,0.6458333333333334
hlTs3pn2Y1Q_000014_000024,31.0,8.0,4.0,6.0,0.6458333333333334
kFVXWZPJtKk_000128_000138,31.0,8.0,4.0,6.0,0.6458333333333334
niKAeqJebvc_000081_000091,31.0,8.0,4.0,6.0,0.6458333333333334
oN-qX30UY7I_000060_000070,31.0,8.0,4.0,6.0,0.6458333333333334
tspZD6i49uM_000004_000014,31.0,8.0,4.0,6.0,0.6458333333333334
ufRQlmIfzYw_000006_000016,31.0,8.0,4.0,6.0,0.6458333333333334
uv-7y1j_3TE_000060_000070,31.0,8.0,4.0,6.0,0.6458333333333334
woGuhC9gJz8_000088_000098,31.0,8.0,4.0,6.0,0.6458333333333334
xJpTmkmh38Y_000167_000177,31.0,8.0,4.0,6.0,0.6458333333333334
y_ouhUEVoDU_000038_000048,31.0,8.0,4.0,6.0,0.6458333333333334
-Xeb_fCziLY_000022_000032,30.0,8.0,4.0,6.0,0.625
0b5hBuJihWQ_000057_000067,30.0,8.0,4.0,6.0,0.625
0nozjFPHWUY_000019_000029,30.0,8.0,4.0,6.0,0.625
3qebMAzBP8Q_000046_000056,30.0,8.0,4.0,6.0,0.625
6_zOJGQ6S7I_000004_000014,30.0,8.0,4.0,6.0,0.625
CIO8xBFc4KM_000365_000375,30.0,8.0,4.0,6.0,0.625
COUlY30w8X0_000049_000059,30.0,8.0,4.0,6.0,0.625
CWqA2qXbdZ0_000017_000027,30.0,8.0,4.0,6.0,0.625
EarIzykEhCA_000033_000043,30.0,8.0,4.0,6.0,0.625
FGcE0idhlD8_000004_000014,30.0,8.0,4.0,6.0,0.625
I2MsTX6Gsp4_000000_000010,30.0,8.0,4.0,6.0,0.625
IH19HrCNbYw_000022_000032,30.0,8.0,4.0,6.0,0.625
LRR1_PBx3-8_000098_000108,30.0,8.0,4.0,6.0,0.625
NqIhfcghybE_000038_000048,30.0,8.0,4.0,6.0,0.625
SsxAbIZTbxw_000713_000723,30.0,8.0,4.0,6.0,0.625
UJjmuL_cUjI_000004_000014,30.0,8.0,4.0,6.0,0.625
VoX4PpM7LEQ_000166_000176,30.0,8.0,4.0,6.0,0.625
Zuddaf9Psgk_000021_000031,30.0,8.0,4.0,6.0,0.625
_s0MSpyGZPM_000048_000058,30.0,8.0,4.0,6.0,0.625
a-vmvfq1DOg_000004_000014,30.0,8.0,4.0,6.0,0.625
bmJzE24UcSs_000000_000010,30.0,8.0,4.0,6.0,0.625
kDR2EOSvRlw_000003_000013,30.0,8.0,4.0,6.0,0.625
lzLy1bsdKZs_000366_000376,30.0,8.0,4.0,6.0,0.625
mh5zOEsU3K0_000012_000022,30.0,8.0,4.0,6.0,0.625
pMSqCGHbS7k_000648_000658,30.0,8.0,4.0,6.0,0.625
qgjN8jtPLJA_000006_000016,30.0,8.0,4.0,6.0,0.625
qmADnlaYpxk_000041_000051,30.0,8.0,4.0,6.0,0.625
1rx-6BQO8Xk_000177_000187,29.0,8.0,4.0,6.0,0.6041666666666666
32Xt7_t_0s4_000000_000010,29.0,8.0,4.0,6.0,0.6041666666666666
3Al5n4uq4L4_000003_000013,29.0,8.0,4.0,6.0,0.6041666666666666
961j41uXdNk_000031_000041,29.0,8.0,4.0,6.0,0.6041666666666666
DBfOnVhPYs0_000007_000017,29.0,8.0,4.0,6.0,0.6041666666666666
DtTqPtEQi8A_000014_000024,29.0,8.0,4.0,6.0,0.6041666666666666
EBS1LS46bf4_000000_000010,29.0,8.0,4.0,6.0,0.6041666666666666
GuRt0NaC9bs_000080_000090,29.0,8.0,4.0,6.0,0.6041666666666666
WfDWMzDrzNw_000000_000010,29.0,8.0,4.0,6.0,0.6041666666666666
WxtG9lYl_Ik_000023_000033,29.0,8.0,4.0,6.0,0.6041666666666666
XfGyzg6ebaY_000043_000053,29.0,8.0,4.0,6.0,0.6041666666666666
eB12JIW5OIs_000036_000046,29.0,8.0,4.0,6.0,0.6041666666666666
n8bN_6drywk_000035_000045,29.0,8.0,4.0,6.0,0.6041666666666666
oRqz0XSYW7A_000009_000019,29.0,8.0,4.0,6.0,0.6041666666666666
pC4-g_NzZqg_000016_000026,29.0,8.0,4.0,6.0,0.6041666666666666
zJoyo9nVdBY_000059_000069,29.0,8.0,4.0,6.0,0.6041666666666666
E6pXwJbQd1A_000046_000056,28.0,8.0,4.0,6.0,0.5833333333333334
H4YeMD-b26M_000018_000028,28.0,8.0,4.0,6.0,0.5833333333333334
